norm alpha beta
2.932073618873668241e+00 2.493744381626170181e+00 2.806667491257077152e-01
3.043400227949395909e+00 2.681442767798908999e+00 5.645563766479130274e-01
3.043442179550544413e+00 2.626630184646892907e+00 4.055315229330396787e-01
2.772508169560147451e+00 2.673996781104548415e+00 3.851886108981033008e-01
3.327692884225823100e+00 2.692836899039851239e+00 5.303360305903775940e-01
2.137106010837927172e+00 2.625876375922818529e+00 1.831830761299232391e-01
2.059253407368113464e+00 2.784200170937942254e+00 2.883678437086072965e-01
2.937993498922149893e+00 2.601449984083723521e+00 3.242001298884512606e-01
2.929424325072368163e+00 2.575057580109545441e+00 4.934375867773250213e-01
2.568351113176381872e+00 2.544739106238909976e+00 2.594189028253330864e-01
2.777373587888394280e+00 2.595125335866209859e+00 3.876742265952810018e-01
2.688052533368666008e+00 2.565219310560386212e+00 1.636409332585848642e-01
2.776325322855672795e+00 2.712580531485675905e+00 4.697842964076598959e-01
2.883228265382491884e+00 2.761262485105779874e+00 4.825143548451767406e-01
2.851601580766394139e+00 2.824402264914315452e+00 8.502471566216772692e-01
2.683948899700177027e+00 2.813588004551371924e+00 6.337635461914068458e-01
2.347982869882000223e+00 2.828099213822659941e+00 5.409009020081640973e-01
2.722037916587415118e+00 2.692955216609893121e+00 3.849678784733989167e-01
3.493349222776426899e+00 2.603159059078384185e+00 5.705637972832061644e-01
2.400967839470515397e+00 2.985153603582849868e+00 8.436131857343884821e-01
2.211467235037123835e+00 2.701678152771671559e+00 2.864952975054689821e-01
2.786696937704861821e+00 2.629122182638451655e+00 5.331141308445810356e-01
2.884746079723564449e+00 2.788398403074737075e+00 7.459585817160070409e-01
2.151225107582288132e+00 2.722694951623373605e+00 3.312286035639970816e-01
2.635235085683701683e+00 2.677136104095945157e+00 4.623685750533352290e-01
2.560368771008383781e+00 2.866312270841246068e+00 6.271909882404351766e-01
2.521646811210770611e+00 2.885804839802641020e+00 5.651758401117993325e-01
2.799426069440682951e+00 2.788700589175503897e+00 5.295044258114324220e-01
2.519934742752226065e+00 2.752205691603798243e+00 3.669654590360177382e-01
2.648148922515746850e+00 2.610807457802735154e+00 2.976284715380899115e-01
3.534102171261926273e+00 2.736400514773959181e+00 7.147578304093376023e-01
2.591050117884573734e+00 2.682679891620735724e+00 3.902474726373073577e-01
2.347982869882000223e+00 2.828099213822659941e+00 5.409009020081640973e-01
3.383755923323708892e+00 2.810154052160560134e+00 7.612768959838822624e-01
2.587549354543962288e+00 2.682725770722498737e+00 4.919755139438947156e-01
3.451786384293249021e+00 2.690939121546260360e+00 4.922272834002331954e-01
2.783920403672452082e+00 2.720130250122569926e+00 4.294645049396831893e-01
3.504621803448761952e+00 2.596279249918545862e+00 4.396873815779552275e-01
2.914559407757001175e+00 2.615362032761712641e+00 4.634454011598471146e-01
2.673824113677216285e+00 2.684662983656996182e+00 3.771333347645752232e-01
3.975757785838057057e+00 2.792041132477283583e+00 9.308199500958095340e-01
3.562687654856278474e+00 2.741746023115556596e+00 6.480034402140985028e-01
2.973148696820045789e+00 2.737364382362524662e+00 4.700051260197741221e-01
2.548964358742339620e+00 2.770413543501628606e+00 4.543334687672679895e-01
2.966231548033494647e+00 2.819724361497194742e+00 4.544403111184242006e-01
2.591155979627422390e+00 2.792473517516344650e+00 4.390552970425302681e-01
3.197839362674039787e+00 2.576458120304532695e+00 3.561115032959578097e-01
2.679986608135991322e+00 2.675878525222211479e+00 4.449053025515855575e-01
2.682847664785658726e+00 2.640219096452204983e+00 3.978546804277293680e-01
2.852142156270451867e+00 2.712603514629859713e+00 4.776291543204057022e-01
2.484847990076745727e+00 2.717771557112662606e+00 3.101112531302211983e-01
2.609872151870779700e+00 2.612225351590574007e+00 2.563008171993597650e-01
3.251897578307726633e+00 2.678941132115696178e+00 5.872880485634034420e-01
2.458490992253814955e+00 2.602087054389391252e+00 2.164803131904270983e-01
3.350712072952664045e+00 2.659633717195483804e+00 4.288607905558484146e-01
3.201207617697764185e+00 2.781276873914256598e+00 5.239345823663569268e-01
2.668458910379719828e+00 2.679257833688305723e+00 6.207621048371315675e-01
3.270071393168849649e+00 2.777435486005478182e+00 6.427871626488208534e-01
2.658846616447808842e+00 2.837236583878074647e+00 5.139721196587873076e-01
2.846279140370445493e+00 2.802511397898130419e+00 6.155563741435545744e-01
2.357985586101016828e+00 2.758845094566477307e+00 4.681494775641559802e-01
2.982377218181676337e+00 2.685672857244220779e+00 3.804143188071070769e-01
2.969044867134118526e+00 2.620556346770846368e+00 5.407123204482000567e-01
1.888907640054616532e+00 2.681608083007506416e+00 2.205958366938214343e-01
2.621852389327167465e+00 2.564820697912449710e+00 2.648633252883029754e-01
2.649375108606109475e+00 2.742004888903637028e+00 4.038200971127613448e-01
2.841835731489029904e+00 2.913566154347850379e+00 7.499138638306674931e-01
2.907251603603344670e+00 2.638866593364035396e+00 4.494539312702357514e-01
2.596112343607148709e+00 2.676369673224956891e+00 4.213993204858095254e-01
2.657933248643622015e+00 2.607799300177894963e+00 3.237690386660708741e-01
2.419195709101449765e+00 2.666810533920808801e+00 2.884530731589599606e-01
2.759319589041891341e+00 2.762333411447625231e+00 5.191518543295344790e-01
2.774114258527439425e+00 2.543604879050526790e+00 3.453488916624232186e-01
2.669623248245728941e+00 2.544838698457043247e+00 2.815014907118103538e-01
2.319443553984005923e+00 2.689684160371160537e+00 2.550783289364602080e-01
2.734183956961390383e+00 2.638598029607115869e+00 4.602761093571330897e-01
2.486014236750229145e+00 2.786414242973102695e+00 4.317659677944409857e-01
2.613333348817424628e+00 2.572610588531960119e+00 2.205070100850616277e-01
3.022451890185685830e+00 2.765364728524183136e+00 5.991787642377774947e-01
2.900168790307554811e+00 2.937251159050180860e+00 7.918780163048374510e-01
2.827251666049340972e+00 2.544283117691117813e+00 3.729673444563245122e-01
2.825458797936786670e+00 2.982145537735085394e+00 6.448896556068973718e-01
2.561226837961931402e+00 2.743907294776211536e+00 3.721518918986089219e-01
2.900981640165922748e+00 2.591865783109547738e+00 4.092434339933829213e-01
2.454905687642674028e+00 2.737584203413798711e+00 5.111981965597713895e-01
2.592313019738721191e+00 2.727669612620712503e+00 4.866282131176481451e-01
2.710770438746713307e+00 2.788341138473577452e+00 4.222231405984498420e-01
3.103963935373495797e+00 2.767558340576118603e+00 6.819934245463366018e-01
3.363576505985327980e+00 2.545315387511275063e+00 4.333566534767717138e-01
2.172042367534302798e+00 3.029237001414355035e+00 6.031871170075004951e-01
2.335064416804971899e+00 2.798087132924001796e+00 3.937063733807666388e-01
3.197839362674039787e+00 2.576458120304532695e+00 3.561115032959578097e-01
2.884746079723564449e+00 2.788398403074737075e+00 7.459585817160070409e-01
2.647457115867509536e+00 2.616409332192610737e+00 2.348344856126573510e-01
2.656325598473524341e+00 2.515080411978660280e+00 2.092839916702046721e-01
2.455681685140592929e+00 2.849252687357883840e+00 5.638119504420581185e-01
3.030344336923428639e+00 3.012427603794545661e+00 8.735606025533303454e-01
2.989535736076270656e+00 2.616513292239557753e+00 4.019081243712270268e-01
2.698385437556806821e+00 2.639883058432405782e+00 3.888165775884442343e-01
2.779310561909366317e+00 2.710205577823811662e+00 4.914765820377250960e-01
2.910321887223500603e+00 2.700374802261734430e+00 4.902771642084284842e-01
2.552016431750790293e+00 2.749336107628428838e+00 5.429044658647753652e-01
2.444136356445229641e+00 2.731997514079967271e+00 4.369542200303914159e-01
2.590432332740647769e+00 2.613462337250737733e+00 3.279030158688310270e-01
2.356183297900777962e+00 2.482921805745158750e+00 1.496669640074430596e-01
2.824202426516656761e+00 2.856788372901667650e+00 6.329519428188283836e-01
3.518948085710567053e+00 2.571519715021059582e+00 4.061516461986232063e-01
2.699244214861771241e+00 2.678641936229102516e+00 4.245583641597600599e-01
2.982226730159474926e+00 2.580447685694863935e+00 5.258293424344335776e-01
2.603104331596819421e+00 2.499319932392491506e+00 3.432287639012535085e-01
2.548099985666882006e+00 2.724430040988250923e+00 3.741694670070693229e-01
2.622718882175523625e+00 2.812397577471883459e+00 4.398108724729294927e-01
2.770335137049524832e+00 2.509685111869019547e+00 1.545465190512488041e-01
2.945109886996915893e+00 2.753549455410886360e+00 6.285550270978431664e-01
2.740162748458839115e+00 2.906131920792638823e+00 7.127076158837020170e-01
3.191123700751242520e+00 2.700722656814707356e+00 5.575403627873315449e-01
2.981037456188478707e+00 2.594906839113487074e+00 3.396397893494220166e-01
3.162784060990119439e+00 2.639080358062573239e+00 3.925578901133149334e-01
2.694190001650280220e+00 2.798412428905594496e+00 5.718639008221855224e-01
4.152440376796320720e+00 2.634448084640407473e+00 6.975884486495068648e-01
2.949244075909049467e+00 2.623004227921945208e+00 4.115638400624440085e-01
2.609872151870779700e+00 2.612225351590574007e+00 2.563008171993597650e-01
2.568351113176381872e+00 2.544739106238909976e+00 2.594189028253330864e-01
3.056069906498316779e+00 2.791994614984369960e+00 5.551134180770547211e-01
3.211447057596073407e+00 2.702779232548105259e+00 4.361303267906951331e-01
2.696695203345720326e+00 2.733536715310259879e+00 3.469244129552069289e-01
2.515914273491893560e+00 2.649391429648815244e+00 2.812535376160801848e-01
3.292220261468860265e+00 2.623407567546750307e+00 4.571634839321212507e-01
3.033666073239972505e+00 2.913651976497056761e+00 8.150362249991348618e-01
3.281211518945649885e+00 2.815381683066141782e+00 6.422659612365991810e-01
2.706297232598804392e+00 2.730768922432576407e+00 3.577200415890117169e-01
3.007533989603178526e+00 2.612098912133387518e+00 4.857743712926124169e-01
2.807806372128975436e+00 2.546409571461253130e+00 3.637921427390347628e-01
2.654453210598316737e+00 2.775370502717112942e+00 5.666683785284200026e-01
2.379024060560869902e+00 2.937016524959916275e+00 4.102336253354437190e-01
2.267288765732736966e+00 2.813102517652383394e+00 4.586148795877958428e-01
3.111920478234524889e+00 2.528329476598834447e+00 4.026755247919036607e-01
2.377248516864245875e+00 2.723150705743709210e+00 3.538782277977602364e-01
2.489898386647717565e+00 2.735818250080715330e+00 4.093919045488773056e-01
3.121862862461644461e+00 2.562453976016368262e+00 4.055864745960690576e-01
2.772164803214600237e+00 2.822484523407648549e+00 5.706397327998136149e-01
3.992803370129560214e+00 2.734617505498629253e+00 8.494213929553841025e-01
2.874502737014768439e+00 2.668685264556554415e+00 3.823529188956116265e-01
2.189435183371870597e+00 2.635510370597347496e+00 2.008034636467065925e-01
2.774925159334554525e+00 2.840254381067084388e+00 4.861100991860619613e-01
3.114102531036778032e+00 2.792881997344810685e+00 6.357242596781508270e-01
2.764292042152626916e+00 2.736039737644081704e+00 4.691520305368107602e-01
3.259450986894245172e+00 2.569293691261170132e+00 4.343061473347202273e-01
2.671725135387777339e+00 2.662577136202315842e+00 4.355348395291714358e-01
2.226930158035861140e+00 2.832849741805382848e+00 4.572127046595440003e-01
2.935236275055983501e+00 2.622678609537524519e+00 3.943054417704687231e-01
2.881217231856446848e+00 2.676270611259186083e+00 4.930368873650003980e-01
3.034793936324110764e+00 2.594469052540055110e+00 4.255901565235299389e-01
2.473457655851495574e+00 2.812898660459126621e+00 4.870175108204995440e-01
2.377038115488288028e+00 2.828185747485942869e+00 5.330904433995383718e-01
2.917443701657266963e+00 2.767618535660663959e+00 5.671086856321141401e-01
2.663545407791056086e+00 2.741276516431429222e+00 4.049667964407716036e-01
2.756819126459443936e+00 2.707985167848984354e+00 2.588698102826090253e-01
3.343174558518217321e+00 2.757382785296112360e+00 5.465707218686373103e-01
3.363576505985327980e+00 2.545315387511275063e+00 4.333566534767717138e-01
3.150565861319289063e+00 2.693180241429388388e+00 5.553962897376503172e-01
2.755473196867178842e+00 2.796738621871564412e+00 6.460870904408735349e-01
3.093373522816278420e+00 2.760346268028965433e+00 6.415051365225487023e-01
2.742070499190218502e+00 2.667853582991654093e+00 3.995548053566677638e-01
2.734853417288316546e+00 2.593626948973565938e+00 3.308676129269880195e-01
2.827712793251770051e+00 2.813878544739420562e+00 6.381801900969392705e-01
2.599042204641372589e+00 2.715372013865688494e+00 3.697030772341421412e-01
2.577125708889960620e+00 2.613737180970932439e+00 2.694720003156469978e-01
2.302058645255587344e+00 2.906885268166250924e+00 5.361303775740203781e-01
2.943620400458991426e+00 2.732099270417440717e+00 6.326938408448758988e-01
2.917335176491415272e+00 2.776999358817849650e+00 6.105636440960289235e-01
2.822282787101070944e+00 2.695433618873499082e+00 4.411086929705205772e-01
3.115419259075840053e+00 2.542389098591123719e+00 3.986091614240323544e-01
2.858058389740552041e+00 2.811544221077436845e+00 7.108731542616125720e-01
2.116222018509088976e+00 2.636071581054367563e+00 2.602123177424241485e-01
2.955566346695459146e+00 2.577932179869710350e+00 5.041421549209494923e-01
3.327692884225823100e+00 2.692836899039851239e+00 5.303360305903775940e-01
3.371678899519561234e+00 2.707643200346982137e+00 5.645755885593908285e-01
3.140697842464346579e+00 2.614481782375923213e+00 4.622889195830175435e-01
2.664142065466934106e+00 2.729817352066043590e+00 3.016307355806752133e-01
2.529913911330530230e+00 2.748999306078114824e+00 4.727983169562290922e-01
2.827251666049340972e+00 2.544283117691117813e+00 3.729673444563245122e-01
2.384327000262514318e+00 2.490914320874577648e+00 1.281908761982009093e-01
2.737729626431114394e+00 2.824562149636283159e+00 5.337546728366137083e-01
2.987161293215165880e+00 2.689149347113260813e+00 5.916247030267006712e-01
2.428191794908333367e+00 2.553991544554254034e+00 2.735118258642236233e-01
3.281211518945649885e+00 2.815381683066141782e+00 6.422659612365991810e-01
2.990924401993029225e+00 2.762988348508652603e+00 6.354826070253597470e-01
2.361769828922484216e+00 2.653308165801461005e+00 4.453207716735690935e-01
2.803579343478919572e+00 3.057278360299750641e+00 1.048404434990684031e+00
3.066509086392573913e+00 2.695712254236024119e+00 4.097965506608495234e-01
2.442297229404774672e+00 2.719347729745806408e+00 2.864793651030350108e-01
3.089943507728901029e+00 2.555200387946560792e+00 4.991914112617767962e-01
2.822676086971625420e+00 2.844858324394723859e+00 6.368036602873652363e-01
2.345336257148866288e+00 2.951819818432481313e+00 5.930439951435868551e-01
2.991992393660745986e+00 3.004305264273559928e+00 1.098517130635762395e+00
3.360678948110388919e+00 2.574205878801469005e+00 4.237440869590589632e-01
2.902421880058502435e+00 2.941000121293655400e+00 8.479791798540026182e-01
2.656943441573004439e+00 2.673241973607630939e+00 3.890150556467130705e-01
3.562687654856278474e+00 2.741746023115556596e+00 6.480034402140985028e-01
3.030248883944548499e+00 2.692189151564789551e+00 5.847447997345442960e-01
2.229696642426020503e+00 2.697302253978018705e+00 2.497142246530009158e-01
2.660979237289980315e+00 2.792033954513626348e+00 4.069331391194955239e-01
2.425211320120775227e+00 2.676575503807101963e+00 3.353898530487170460e-01
3.383933323978217889e+00 2.801973654390019774e+00 6.394336929068107356e-01
3.128533715896409273e+00 2.714477427144823096e+00 5.413100340347719586e-01
3.399385934462437309e+00 2.674079749558065267e+00 4.419328419834721577e-01
3.140697842464346579e+00 2.614481782375923213e+00 4.622889195830175435e-01
3.108698737359088859e+00 2.642042101581191904e+00 4.471698887972543890e-01
2.929424325072368163e+00 2.575057580109545441e+00 4.934375867773250213e-01
2.467971128182251839e+00 2.763935771504217875e+00 3.656812101069852328e-01
2.774925159334554525e+00 2.840254381067084388e+00 4.861100991860619613e-01
2.668144114549670931e+00 2.622317978882663159e+00 5.256319703279306310e-01
2.674990581284654834e+00 2.727396929575066409e+00 5.507120384223631593e-01
2.891880729379550541e+00 2.609773126289995915e+00 5.135490263762683139e-01
2.122867286589051439e+00 2.645329984689418268e+00 1.585742397966165562e-01
2.731000081728990114e+00 2.656572026118671381e+00 3.169407402359327164e-01
2.836527937500710195e+00 2.764159760925877229e+00 5.726030099316239408e-01
2.658764998908692334e+00 2.550004920771826278e+00 2.648410329219056947e-01
2.891677129296150284e+00 2.806997229787876247e+00 5.515659142570004114e-01
3.637696042062993129e+00 2.719065999749862073e+00 7.206075383930035105e-01
2.236119315096928073e+00 2.921725024721339992e+00 4.970623547451477608e-01
2.870171590357936786e+00 2.662780948524137159e+00 5.556054486786967672e-01
2.590240900625349063e+00 2.696274390868226956e+00 4.953995975939388674e-01
2.409269812627202967e+00 2.611659261486170891e+00 3.441806921230505800e-01
2.890379346361158230e+00 2.623527947478702771e+00 4.256472042398490863e-01
2.983817998551169470e+00 2.617460147342875132e+00 5.043803542745580737e-01
2.648027878681030511e+00 2.650203528759215388e+00 2.963328073842329546e-01
2.288304064868976528e+00 2.789198129359994116e+00 5.660678080790301214e-01
3.196152377895537633e+00 2.733868235554293591e+00 7.498886738455239342e-01
3.281211518945649885e+00 2.815381683066141782e+00 6.422659612365991810e-01
2.668458910379719828e+00 2.679257833688305723e+00 6.207621048371315675e-01
2.552112747639118773e+00 2.845701596844603110e+00 6.482526621357675989e-01
2.836456458482429888e+00 2.942917377875815976e+00 8.109954908074746838e-01
2.495600449473907023e+00 2.881494168989363835e+00 6.238490379829735311e-01
2.356183297900777962e+00 2.482921805745158750e+00 1.496669640074430596e-01
2.733408270774236648e+00 2.701514734356192271e+00 5.585485300221253446e-01
2.420458610533851473e+00 2.596351743521622346e+00 3.855772464657644116e-01
2.789631629416795544e+00 2.663880798303041697e+00 3.712575703161326568e-01
2.586277706639648954e+00 2.698758442276385061e+00 3.816031593022898849e-01
3.407974009762755330e+00 2.615456615919094396e+00 4.961911250993111810e-01
2.725846439051971881e+00 2.626567651896726474e+00 4.893132789917680192e-01
2.651579700593601263e+00 2.683187298829521339e+00 3.793731855822942145e-01
2.561806095925035276e+00 2.661262351523284053e+00 2.904517860737603763e-01
2.439800622990241141e+00 2.756926763837860506e+00 4.388833508463660937e-01
3.585471661344797667e+00 2.773376157592778668e+00 7.848831985694522118e-01
2.932531888484237292e+00 2.462961395884039728e+00 3.131165855185525926e-01
2.343206309420723166e+00 2.672217733986266275e+00 3.955598509982781175e-01
2.915542409618736119e+00 2.850524335516053220e+00 7.428269085808169025e-01
2.889034392942651408e+00 2.548980041793975193e+00 2.796096464274632765e-01
3.030213477196349814e+00 2.470931589174062637e+00 2.377112708543991371e-01
2.681385938740024510e+00 2.708084171416926367e+00 5.987680858498380942e-01
2.861234726072305889e+00 2.709289296691875570e+00 2.981227344218041475e-01
2.521629751134121911e+00 2.833154224556419187e+00 5.115218524208746675e-01
3.011472696716630093e+00 2.769837888775253276e+00 3.695046625014004604e-01
2.471149226343130945e+00 2.613088889581506535e+00 3.072327585159357333e-01
3.089897326155454760e+00 2.669349757423876923e+00 6.058078137696338850e-01
2.137106010837927172e+00 2.625876375922818529e+00 1.831830761299232391e-01
3.089995998131959354e+00 2.804681026645112318e+00 5.484344896809179026e-01
3.052693182500254121e+00 2.687442739233676381e+00 4.470520177596712941e-01
2.774275601186994678e+00 2.743924643301567379e+00 4.227265505849214788e-01
2.638605611746752011e+00 2.615013361467055653e+00 1.926463160755167991e-01
3.220055813034844672e+00 2.585885519260492593e+00 3.563635441508871127e-01
2.663389487992701810e+00 2.735237500863548110e+00 4.170807085999712616e-01
3.292264569891716341e+00 2.760964825792284749e+00 6.515566755303507929e-01
2.968475546482532756e+00 2.807537158427812596e+00 7.333250655367559157e-01
2.286178641744753826e+00 2.582651939568354926e+00 1.823471872099177715e-01
2.564182775844983997e+00 2.683873696039142498e+00 3.201063719672705976e-01
2.977306605911952175e+00 2.712297734606313515e+00 4.754849091117079318e-01
3.117104762742971769e+00 2.712934719912005743e+00 5.781164762154313852e-01
2.540664494960021003e+00 2.866402815010115290e+00 6.531618783062700384e-01
1.988201574133318994e+00 2.738710340093857276e+00 4.466923560172685326e-01
2.935090926481325191e+00 2.779028717307514551e+00 6.397006403107653449e-01
2.458490992253814955e+00 2.602087054389391252e+00 2.164803131904270983e-01
2.441358703309042255e+00 2.944508939967769301e+00 5.972575551468660704e-01
2.669385117966490917e+00 2.653336381098073016e+00 4.547663565511296802e-01
2.421913355246748445e+00 2.770103357709179370e+00 3.484873953077052278e-01
2.557846178430646322e+00 2.503961456311641243e+00 1.875151104036456573e-01
2.345716552370718855e+00 2.663976054248253789e+00 3.216033648633914721e-01
2.648773796305692763e+00 2.630538715907295266e+00 2.737496952944442064e-01
3.092491397926701246e+00 2.735036748472501777e+00 6.032238519464305782e-01
2.876568724990110404e+00 2.766891273714913169e+00 5.424761595117271185e-01
2.618019662913345424e+00 2.797580198431232290e+00 5.557027644631760133e-01
3.524811490894194765e+00 2.676956136506694062e+00 7.399713237170582047e-01
2.935090926481325191e+00 2.779028717307514551e+00 6.397006403107653449e-01
2.927850785639567022e+00 2.425645761012840573e+00 2.419095294498627702e-01
2.234537161237747593e+00 2.661888806283839504e+00 2.334151866649734619e-01
