Mphi g si norm mntot
3.968767010825721697e-02 2.455394904989150612e-02 3.080101598651634021e+00 1.139722299999278121e+01 1.208627795226953905e-01
6.328998622453303469e-01 2.350938314018919534e-02 2.876101994928448757e+00 1.151961519788566335e+01 9.437758174139920797e-02
5.775417575797098246e-02 2.026517916977112546e-02 2.881854541745826559e+00 1.215058472108454346e+01 9.548501091747159386e-02
4.599560813746302046e-02 1.371606125834346802e-02 2.758951190222951766e+00 7.403288297103615356e+00 8.426268917143983628e-02
6.295257773996658646e-01 2.417782173259971912e-02 3.004212177054031319e+00 1.363220169515355096e+01 9.167005953782458860e-02
6.097946147370935321e+00 5.321046750230840755e-02 2.258369775702792293e+00 1.088004022607325005e+01 6.835121832826057675e-02
4.070703199970833186e-01 2.464407656905936647e-02 2.859377311543400246e+00 1.569876967720636785e+01 8.370419183078015024e-02
8.325637830457054411e-01 1.703058291310067390e-02 2.702524038656364702e+00 8.609026620621117232e+00 1.302999785075055483e-01
5.332967354955218120e-01 2.174236460951609398e-02 2.876417893857492025e+00 1.082180206667353062e+01 8.644772898449612497e-02
6.030849491786789862e+00 1.208510684315167172e-02 2.492485233440034698e+00 5.981622196765398414e+00 1.149823699914799546e-01
6.082053536126639237e-01 3.121035967110303774e-02 3.292297910790165982e+00 1.910587234669533530e+01 9.344346422053267931e-02
5.866402289794949709e+00 1.685757595135869980e-02 2.247502329738401805e+00 8.955593738127596737e+00 1.146628377551284494e-01
4.026793277169083418e-01 4.540098349328227159e-03 2.498299796288798724e+00 7.908131091754396991e+00 6.743934152418309957e-02
6.882044692154810628e-01 3.328662665617389271e-02 3.050975542662184736e+00 1.939412693403234300e+01 1.144781866571989437e-01
1.029243067297563430e+00 4.226379273549471863e-04 2.547184499426731641e+00 7.006550065462828769e+00 1.384033567379525653e-01
6.255967172867644699e-01 1.881890344628010456e-02 2.922814329980667480e+00 8.716402636064083609e+00 9.269324857537974971e-02
6.813496455707741539e-01 2.553445862919829709e-02 3.104351035625777300e+00 1.182554082634793780e+01 9.830418118387410087e-02
5.885838544272228301e-01 2.861427996783268840e-02 3.160306188189977661e+00 1.463810002340153815e+01 9.246793485947751856e-02
1.150417827639363261e-01 2.261620787070559024e-02 2.903577411943609299e+00 1.210581094808467206e+01 9.658915210906300619e-02
6.999935686072284113e+00 6.899952584345672713e-02 2.321477011995307205e+00 1.104034901663532153e+01 6.478219516627775620e-02
5.855842661657391979e+00 6.829561727210026190e-02 2.173366789001107247e+00 1.318490925934945679e+01 6.419573701577180325e-02
5.458702319254758351e+00 2.308505428071676226e-04 2.448299182288658393e+00 8.235428043890102856e+00 1.225450415027461992e-01
7.774756689997188275e+00 1.084277532211052886e-01 2.090722658724720073e+00 1.590238966670591836e+01 6.570119022236141360e-02
6.597482529089210290e-01 2.140729572792132718e-02 2.894419656467383639e+00 9.174608895183766322e+00 1.079946682563739241e-01
2.753654613098218684e-01 2.581545629031504335e-02 3.042137995295899788e+00 1.889890366864590021e+01 7.430651078128987230e-02
6.511341385131103054e-02 1.258045256351930999e-02 2.592431564444160230e+00 8.367821130096409377e+00 8.799613066695745334e-02
3.573912319327153808e-01 2.509331074482657603e-02 2.918910187797513878e+00 1.147283327828944621e+01 8.973713484667042439e-02
