norm si1 si2 E_break
2.696762281555840524e+00 1.718174902281547567e+00 3.006200761953263800e+00 4.369138740288334520e+04
2.448680272337683039e+00 1.842802334392527275e+00 2.783888562378093567e+00 3.231839102030644426e+04
2.608928350511291239e+00 1.128278249607554073e+00 3.028176363524088810e+00 3.413755431511189818e+04
2.176897966285509245e+00 1.534915376949546939e+00 2.807865339357543455e+00 2.669982211118073246e+04
2.272004257961998341e+00 1.537486892333322253e+00 2.707378167031866845e+00 2.205697202276204916e+04
2.230675653843115835e+00 1.385962991119970011e+00 2.670383668225189133e+00 1.609736314636328279e+04
2.403274758508878062e+00 1.176004213492175765e+00 2.931533774060429032e+00 2.835777223702636184e+04
2.505708942399669237e+00 1.580664089843257791e+00 2.754886356132555836e+00 3.243074747460783328e+04
3.504500515747654532e+00 1.988506982078392715e+00 3.284756777657975135e+00 7.282440738168012467e+04
2.736328607238199151e+00 1.538614340855345208e+00 3.127787232309447774e+00 4.986745045759005734e+04
2.048338620285324208e+00 1.073090014786795221e+00 2.613511154774551759e+00 9.362548175722637097e+03
2.444012220748260411e+00 1.474565222240202811e+00 2.651783518758028535e+00 3.001031547966189828e+04
2.437452924736958959e+00 2.197023086096557165e+00 2.904216313585430420e+00 4.751165185227090114e+04
2.918768517457289047e+00 1.694945807758673872e+00 2.966557338576258918e+00 4.476732266749232076e+04
2.248871967856060472e+00 1.585777690043711941e+00 2.998226580945335673e+00 3.413254047534047277e+04
2.567572351981305179e+00 1.689938163413184702e+00 2.903555838089654451e+00 4.428539322113278467e+04
2.652007387551160722e+00 1.398078208758126939e+00 2.875101385737147464e+00 3.687869310559308360e+04
2.678537474075393554e+00 1.746130939777281288e+00 2.823604332965143904e+00 4.485830333906059241e+04
1.787247067071618956e+00 1.347530175670541119e+00 2.888479873476521131e+00 2.725722210608829482e+04
2.221981121105586432e+00 1.360800649683002295e+00 2.805785178139359459e+00 2.563823492986003839e+04
1.842455345233748432e+00 1.078769811268491141e+00 3.101161413359273311e+00 2.580458805169560947e+04
2.643158102886685068e+00 1.274769658454203203e+00 2.911534045713155550e+00 3.280978444519879122e+04
2.440062656409244468e+00 2.183976761833361202e+00 2.669391916040905421e+00 4.211877739001420559e+04
2.745513042185909747e+00 1.652357835230559679e+00 2.864270433930976800e+00 3.750438653835865989e+04
2.305155547602213417e+00 2.104607339191182369e+00 3.038741542565922771e+00 5.201877035290405183e+04
2.226132482706711269e+00 2.084773209689792406e+00 2.724968502478864796e+00 2.989540387621177069e+04
2.056687759745242872e+00 1.868171393930398994e+00 2.747478965362139647e+00 2.719741348003402527e+04
2.584847118789218801e+00 1.728868296980451191e+00 3.006692892890622471e+00 4.648239217208793707e+04
2.343278121684897464e+00 1.849199493598517208e+00 2.797124537956482193e+00 4.262137311486435647e+04
2.333889124145622329e+00 1.569587362222620186e+00 3.122806852260156862e+00 3.790797875840508641e+04
2.167681589938302622e+00 1.931477626711360251e+00 2.990870843842374338e+00 4.123728189008712070e+04
2.923614967466616310e+00 1.782893624792366127e+00 3.077213540148851401e+00 5.460509406934071012e+04
2.303886916036664623e+00 2.028368101739214779e+00 2.858599236834318713e+00 3.788789196693142731e+04
2.683296307409078985e+00 1.842127565032447123e+00 2.826580884153441442e+00 4.768943419026802439e+04
2.461028524864918410e+00 2.110312319737001729e+00 2.782161873509181760e+00 4.027040404303521063e+04
2.346867886365991307e+00 1.265838907831979387e+00 2.983736560880406063e+00 3.265608270435780651e+04
2.402329012840428213e+00 1.391753562531628408e+00 2.835319237881134491e+00 2.790114725742017254e+04
1.928297659374544448e+00 2.021089744242453357e+00 2.677380651938703782e+00 2.830062184069024443e+04
2.085914209344819081e+00 1.197478636315968181e+00 2.709820730669976641e+00 2.299796117520731059e+04
2.414301820745050176e+00 1.585303970212283531e+00 2.678385033000641791e+00 2.811938744988984035e+04
1.969100563288588734e+00 1.456249689795776181e+00 2.830841275727788098e+00 2.576543346750943601e+04
2.237003196522862503e+00 1.945255016371117973e+00 2.930549712437308330e+00 4.907527353466658678e+04
2.319900087388876209e+00 2.149076958298003603e+00 2.783299118198369282e+00 3.567169320777952089e+04
2.350197192529487111e+00 1.067866555336430157e+00 2.652901433562393940e+00 2.330675891042094736e+04
2.144081928725824593e+00 1.474023493610223667e+00 2.802139809835524353e+00 2.503732481201485643e+04
2.280499189470076349e+00 1.854733805926865653e+00 2.801074555163329372e+00 4.355930914582157857e+04
2.179018845893580192e+00 1.496732105455449879e+00 2.885310253722750851e+00 2.484895007941404401e+04
2.360585149683207984e+00 2.038601789745561277e+00 3.114378999443189855e+00 5.200976737436583062e+04
1.883297051085935259e+00 1.887663200162573940e+00 2.842030603367438069e+00 2.539210793312994065e+04
2.254141085816218304e+00 1.000995370191848366e+00 2.871982509467742251e+00 2.933221829266225541e+04
2.604940813820606049e+00 1.419034561176865772e+00 3.092398317743855429e+00 4.265153206840789790e+04
2.896830860873136793e+00 2.065683922049382115e+00 2.710439235416474357e+00 3.763855292478881165e+04
2.171083366617344357e+00 1.716758983312502984e+00 2.897904262782390106e+00 3.363572871900138853e+04
2.489376713658571383e+00 1.688042746047468290e+00 2.992827894319745496e+00 5.009004293173273618e+04
1.939936684942396905e+00 1.496771691992461850e+00 2.920283092172097028e+00 2.648160982500003229e+04
